cname_qog,cname,ccode_qog,ccodecow,ccodealp,ccode,ajr_settmort,atop_ally,atop_number,bci_bci,bicc_gmi,bmr_dem,bmr_demdur,bti_aar,bti_acp,bti_aod,bti_cdi,bti_ci,bti_cps,bti_cr,bti_ds,bti_eo,bti_eos,bti_ep,bti_ffe,bti_foe,bti_ij,bti_mes,bti_muf,bti_pdi,bti_pp,bti_prp,bti_ps,bti_rol,bti_sdi,bti_seb,bti_sel,bti_sop,bti_ssn,bti_su,bti_wr,cbi_cbiu,cbi_cbiw,cbie_index,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,ciri_assn,ciri_dommov,ciri_formov,ciri_injud,ciri_physint,ciri_polpris,ciri_speech,ciri_tort,cpds_enps,cpds_enpv,cpds_la,cpds_lall,cpds_lcom,cpds_lcon,cpds_le,cpds_lfe,cpds_lg,cpds_ll,cpds_lls,cpds_lmo,cpds_lnl,cpds_lo,cpds_lp,cpds_lpc,cpds_lpen,cpds_lper,cpds_lr,cpds_lreg,cpds_lrel,cpds_ls,cpds_tg,cpds_vt,cri_contr,cses_pc,cses_sd,cspf_sfi,dr_eg,dr_ig,dr_pg,dr_sg,ef_ef,egov_egov,ens_brdep,ens_cor,epi_eh,epi_epi,ess_happy,ess_health,ess_relig,ess_trlegal,ess_trparl,ess_trpart,ess_trpeople,ess_trpolice,ess_trpolit,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_pair,fh_pr,fh_rol,fh_status,fhn_fotnsc,fhn_fotnst,fi_ftradeint,fi_index,gdg_total,gendip_afrp,gendip_afsp,gfs_rcr,gol_enep,gol_est,gol_est_spec,gol_pr,gpi_gpi,ht_colonial,ht_region,ibp_obi,icrg_qog,ideavt_legvt,ideavt_presvt,iiag_be,iiag_edu,iiag_gov,iiag_hd,iiag_he,iiag_inf,iiag_srol,ipu_l_sw,ipu_u_sw,jht_ccc,jht_ccd,lis_gini,mad_gdppc,mad_gdppc1900,nelda_mbbe,nelda_mtop,nelda_oa,nelda_rpae,ohi_ohi,p_durable,p_polity2,pwt_hci,pwt_pop,rd_inw,rd_outw,rsf_pfi,sgi_ec,sgi_ecbg,sgi_ecec,sgi_eclm,sgi_ectx,sgi_en,sgi_enen,sgi_enge,sgi_qd,sgi_qdep,sgi_so,sgi_soed,sgi_sofa,sgi_sogi,sgi_sohe,sgi_soin,sgi_sope,sgi_sosi,sgi_sosl,ti_cpi,top_top10_income_share,top_top1_income_share,undp_hdi,van_index,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_birth,wdi_bribfirm,wdi_broadb,wdi_busden,wdi_co2,wdi_death,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_firftopm,wdi_firgifttax,wdi_forest,wdi_gdpagr,wdi_gdpcapcon2015,wdi_gdpind,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_gini,wdi_homicides,wdi_idpdis,wdi_idpvc,wdi_idpvp,wdi_infpay,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_litrad,wdi_litradf,wdi_litradm,wdi_litry,wdi_migration,wdi_nerp,wdi_ners,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_refasy,wdi_refori,wdi_semp,wdi_smokf,wdi_smokm,wdi_spr,wdi_tacpsr,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,wef_ci,wef_elec,wef_gci,wef_mobile,wef_oc,wef_pr,wef_qoi,wef_wlf,who_halet,who_sanittot,whr_hap,wjp_abs_cor,wjp_civ_just,wjp_cj_cor,wjp_crim_jus,wjp_crsys_cor,wjp_exec_br,wjp_gov_pow,wjp_jud_br,wjp_leg_br,wjp_ord_secur,wjp_pol_mil,wvs_confaf,wvs_confch,wvs_confcs,wvs_confgov,wvs_confjs,wvs_conflu,wvs_confpar,wvs_confpol,wvs_confpp,wvs_confpr,wvs_conftv,wvs_demimp,wvs_democ,wvs_godbel,wvs_hap,wvs_imprel,wvs_pmi12,wvs_psarmy,wvs_psdem,wvs_psexp,wvs_pssl,wvs_relacc,wvs_satfin,wvs_subh,wvs_trust
Afghanistan,Afghanistan,4,700.0,AFG,4.0,4.540098190307617,1.0,1.0,70.507206,85.6699255082892,0.0,221.0,4.0,3.0,,3.0,9.0,4.0,2.0,3.083333333333333,3.0,3.0,3.0,3.0,4.0,3.0,2.75,2.0,3.0,3.25,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.5,2.5,0.746,0.808,0.87,1,1,1,1,2,3,0.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,32.560715,38.298325,45.224304,35.346146,0.827921579278337,0.271,,,18.2,31.0,,,,,,,,,,3.0,6.0,0.0,4.0,1.0,2.0,7.0,0.0,3.0,,,,,,6.0,19.0,,,,,,3.663,0,8,42.888888888888886,,45.23,19.0,,,,,,,,27.0,27.9,52330.0,52330.0,,1485.5470063081561,,0.0,1.0,1.0,1.0,,4.0,-1.0,,,320000000.0,225420606.479917,38.27,,,,,,,,,,,,,,,,,,,,16.0,0.4101,0.1508,0.473,,0.397,0.042,0.074,0.065,0.034,1.312,0.043,0.157,-1.1522658,-1.6705879,-2.518676,-1.877234,97.7,97.1,99.5,1.8120452246952552,84.5992570171333,12.003434371310734,652230.0,,65000000.0,35.842,,0.0664243,0.220291007823114,0.1406303156885247,7.344,,7.2986798286438,4.45811986923218,1.59642292353191,46.5878230132384,53.1999677701088,45.2434809941527,18.6353431394595,27.1031802557384,16.9137333937708,34.7768338473021,19.6968519741528,37.8427709853869,,,,,,1.827933856217,0.1444010852224954,0.2158270159498454,4.643,,,1.8527819940818424,33.597618872545105,407.6165052426009,14.273657019178817,110.007507324219,,57.0392990112305,10.8584403991699,,4.02249785795131,25000.0,723000.0,4314000.0,,18.4,17.927683786821973,61.982,65.279,58.915,37.0,23.0,52.0,56.0,-183672.0,,50.1407,40099462.0,43.424542703341,54.1713988581692,2.40405843848977,61.480554405654445,73.686,26.314,66949.0,2712869.0,82.2807934526421,7.2,39.4,2.5,2.0,,0.364,51.41171637472706,16.871,11.934,10.856,21.413,16.385,15.008,27.0161290322581,,,,,,,,,50.44624,,2.4360344409942627,0.2962042505057395,0.34544925368003787,0.16409447539296235,0.30680956286816247,0.26908402291103883,0.33942452959211744,0.4229129237847533,0.1790644950395262,0.24991288114504787,0.29604959892442645,0.4164150962462665,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,Albania,8,339.0,ALB,8.0,,1.0,8.0,56.955081,72.9014994316115,1.0,24.0,10.0,6.0,8.0,8.0,4.0,7.0,8.0,7.1,7.0,6.0,6.0,7.0,7.0,5.0,6.25,10.0,5.0,7.75,6.0,6.0,5.5,6.5,5.0,5.0,5.0,6.0,5.0,6.5,0.733,0.711,0.791,2,1,1,1,2,1,2.0,2.0,2.0,1.0,7.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,68.65563,65.32526,63.049076,64.27105,2.08615509065523,0.7413,30.0,43.4,44.1,52.2,,,,,,,,,,8.0,3.0,9.0,13.0,7.0,9.0,3.0,9.0,2.0,,,8.506664249993268,7.58,30.555555555555554,26.0,25.0,1.27007701211865,2.9440339152707,2,9,25,1.796,0,1,51.65137614678899,0.4328703703703704,46.32,,,,,,,,,35.7,,58316.0,58316.0,,12455.916553679139,1092.0,,,,,71.7,21.0,9.0,2.964992,2.8809169999999997,1718355918.32179,140344309.701299,56.41,,,,,,,,,,,,,,,,,,,,35.0,0.3204,0.0827,0.785,27.297600000000003,0.609,0.342,0.401,0.905,0.439,2.123,0.33,0.53,-0.57717997,-0.035985023,0.19637193,-0.28071627,100.0,100.0,100.0,0.5883581571445802,48.18322295573056,21.89416058394161,27400.0,,1000000.0,10.24,36.1,19.6304,1.73709014211885,1.5500418613021605,11.325,82.11359861686265,9.24316024780273,10.173469543457,3.05381900577884,35.640847997783,40.8522571995062,31.4727313002161,21.1775301779296,16.6792306098006,24.7752974640557,43.1816218242874,42.4685121906931,43.7519712357283,3.02255988121033,9.83377838134766,,,,1.22084466120546,6.796140803686705,0.2785275840174504,1.39,18.1,34.6,28.791970802919707,18.35812524593278,4857.111942018186,20.746984908984636,97.1074981689453,69.2341995239258,97.6650314331055,59.9698715209961,29.4,2.31196864129807,250.0,,,31.6,79.3237,44.31028483839723,76.463,79.173,74.087,98.5,98.3000030517578,98.6999969482422,99.5,-10612.0,94.52966,86.60827,2811666.0,16.2817238878905,67.4840351559353,16.2342409561742,102.61554744525549,37.031,62.969,109.0,19847.0,53.4237788228774,6.0,38.8,,,18.198595906048556,6.94,76.01798210757516,12.216,12.473,12.677,28.41,29.43,30.116,35.7142857142857,29.75819512293419,92.52799352083333,57.61416880996101,94.17700195,3.7817204,3.304690123,35.46875480568485,0.7978444099,66.68796,54.45248,5.255481719970703,0.3681251099803973,0.47258310212493065,0.2859077694230693,0.4047825401714999,0.33520663094464165,0.3901804815098382,0.4278949574276876,0.32767405898002266,0.22222146708402918,0.779149535103214,0.5324244323476992,2.7165588270885555,2.552573563752508,2.162590183203002,1.5847586452461315,1.8576866806559145,1.5679805049738875,1.378180475849675,2.585947108748247,1.3514080509161628,1.8323277003463936,,9.637651679412732,3.955923681686122,0.970565174619035,2.871192726338477,2.869328169949874,,1.596485196840583,3.8490310022696694,3.475512865558028,1.7441964585680882,,,3.4887582841983935,0.027856565587159928
Algeria,Algeria,12,615.0,DZA,12.0,4.359269618988037,1.0,9.0,49.363506,184.538122088557,0.0,59.0,5.0,5.0,,2.0,5.0,6.5,5.0,4.65,5.0,6.0,6.0,4.0,4.0,4.0,5.428571428571429,9.0,3.0,3.75,5.0,4.0,4.25,2.5,5.0,5.0,4.0,7.0,5.0,6.0,0.4,0.411,0.586,1,1,1,1,96,1,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,30.179314,52.400826,79.26043,46.2176,2.25247072764866,0.5611,,,48.2,41.7,,,,,,,,,,3.0,5.0,3.0,6.0,3.0,7.0,6.0,6.0,3.0,,,4.008813784184999,4.77,3.3333333333333335,19.0,10.0,,,,,,2.174,6,3,3.36697247706422,0.42824074074074076,23.03,39.88,43.6,69.1,56.2,72.7,76.8,66.1,50.8,8.1,5.7,99610.0,99610.0,,13337.261833898425,,1.0,1.0,1.0,1.0,64.86,14.0,2.0,2.3839655,43.053053999999996,1791896708.54488,83216354.2530757,45.53,,,,,,,,,,,,,,,,,,,,33.0,0.5013000000000001,0.2327,0.74,10.412349999999998,0.693,0.188,0.262,0.66,0.137,2.786,0.11,0.281,-0.6359614,-0.6527458,-0.99245715,-0.83302283,99.8,99.3,100.0,2.7438014915170243,58.4637314615723,3.161804747031688,2381741.0,,237000000.0,21.524,,9.33184,0.607125492509303,4.047184695158802,4.546,,1.29281997680664,1.35590994358063,3.98437776081365,10.0330984152051,3.67840405353997,11.3908375236378,30.94291440086,24.0333586050038,32.4192024667053,59.0239871839349,72.2881833805941,56.1899484804108,5.51403284072876,16.0506973266602,,,,5.585446667751659,0.4666427508040277,-0.0277990999636716,2.889,,,0.8222276477585093,11.233402630521308,4515.573999183472,36.31691640140462,106.995567321777,,105.932548522949,54.2099914550781,,1.57318234314011,6600.0,,,,66.2356,19.72832790651876,76.377,77.959,74.879,81.4078369140625,74.2101974487305,87.4229583740234,74.0299987792969,-18797.0,97.63517,,44177969.0,30.7120765410478,63.1059234876316,6.18199997132055,18.548603311611128,25.739000000000004,74.261,97890.0,6003.0,31.1954415724911,0.7,41.3,,,,11.4,47.27090300764053,22.832,13.607,11.34,50.135,33.7,30.104,8.10810810810811,34.38171729234075,93.78167669125,56.25389034183635,121.9324799,4.776766777,4.077913284,43.39908631416573,0.2113766223,65.54819,62.36628,5.217017650604248,0.44668871974518004,0.5503871747240158,0.6055825279225207,0.4254187111270446,0.4438317555486375,0.3881869059627508,0.4754441274020124,0.5594169313921638,0.3719648400978357,0.7544985400596952,0.4671862015279701,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,Andorra,20,232.0,AND,20.0,,1.0,2.0,14.475297,,1.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,98,3,2.0,2.0,2.0,2.0,8.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.01274,54.841507,21.382536,87.86441,,0.7177,,,,,,,,,,,,,,11.0,1.0,12.0,14.0,11.0,15.0,1.0,15.0,1.0,,,,,,23.0,53.0,,4.01704835321103,3,12,9,,0,5,,,68.33,,,,,,,,,46.4,,8049.0,8049.0,,,,0.0,1.0,1.0,0.0,,,,,,53001417.7730525,70514090.7029224,68.79,,,,,,,,,,,,,,,,,,,,,0.3557,0.1141,0.855,12.978000000000002,,,,,,,,,1.279687,1.7489281,1.5812594,1.6420512,100.0,100.0,100.0,,38.14059987415227,1.5906382978723403,470.0,,,6.2,,50.2769,,,4.6,,3.64964008331299,3.87258005142212,,,,,,,,,,,2.58397221565247,10.2647352218628,21.42039,25.30678,5.64106,,,,,,,34.04255319148936,0.5336179295624333,36616.10076088138,12.365706154393456,88.8840789794922,,97.3252334594727,15.204270362854,,2.57400257400257,,,,,93.8975,,,,,,,,,1377.0,,,79034.0,13.0747526381051,72.3897310018473,14.5355163600476,168.15744680851063,12.141999999999996,87.858,,5.0,,28.3,35.3,,,,63.5,,,,,,,,46.4285714285714,,,,,,,,,,100.0,,,,,,,,,,,,,,2.002002002002002,2.5065065065065064,2.4417670682730925,2.577194752774975,1.8827726809378185,2.236012207527976,2.883,1.9574036511156188,2.245,2.207792207792208,9.112662013958126,6.61122244488978,0.641,3.289840637450199,2.034930139720559,2.710393541876892,1.336048879837067,3.6813627254509016,2.6357214934409687,1.8304914744232699,1.751004016064257,6.561316051844466,4.089641434262949,0.25574425574425574
Angola,Angola,24,540.0,AGO,24.0,5.63478946685791,1.0,8.0,62.067964,120.851426574746,0.0,46.0,4.0,4.0,,3.0,4.0,5.5,4.0,4.6,4.0,3.0,3.0,4.0,6.0,4.0,3.8214285714285716,8.0,3.0,4.0,4.5,5.0,3.75,3.0,2.0,2.0,3.0,4.0,3.0,4.0,0.693,0.713,0.732,2,1,1,1,96,2,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,42.738457,42.397736,50.834732,33.62001,0.894947142165058,0.3789,,,21.8,40.1,,,,,,,,,,5.0,5.0,3.0,7.0,2.0,3.0,6.0,5.0,3.0,61.0,2,5.499016199288031,5.17,,22.0,22.0,,,,,,2.01,7,4,29.65137614678899,0.375,44.82,,33.2,28.2,42.8,38.7,46.3,35.7,43.3,29.6,,17553.0,17553.0,,6137.003844650216,,,,,,59.23,16.0,-2.0,1.4819844,31.825294999999997,12631149.3197743,445400143.824058,57.17,,,,,,,,,,,,,,,,,,,,29.0,0.5800000000000001,0.2596,0.59,9.413799999999998,0.51,0.166,0.141,0.7,0.169,1.305,0.09,0.343,-0.6494758,-1.1263599,-0.71048075,-0.9837536,48.2,7.3,75.0,0.8522435493540067,91.47394840691122,4.3097778134274485,1246700.0,,51000000.0,38.809,,0.390925,1.25203659774529,0.624876571473022,8.009,,18.6281795501709,33.2932090759277,4.5978794714612,56.7075062685015,61.2708418916079,52.1159736685283,5.7175689214527,1.10851307485787,10.3551146414588,37.5749248100458,37.6206614260793,37.5289116900129,2.2971088886261,6.91961002349854,,,,1.28992265308256,-6.548542275640719,-1.589908310149359,5.304,,,52.98172238710194,11.486345376647591,2387.429907017174,47.52440955497044,88.8339920043945,,52.5437698364258,11.0613594055176,51.3,,22000.0,,,,37.8067,50.14206403916266,61.643,64.307,59.029,72.4000015258789,62.5,82.8000030517578,83.3000030517578,29089.0,,,34503774.0,45.1791048303746,52.2264253212768,2.59446984834862,27.67608406192348,32.540000000000006,67.46,26045.0,11403.0,65.1163666385655,,,,,10.090385804430989,0.348,74.46449859451718,15.781,15.799,15.817,27.514,29.997,32.405,29.5454545454545,18.819771084266446,67.71698359895834,38.11248593349752,43.13051987,4.056840897,3.246531487,36.24243225720098,0.3997340202,53.76187,,,0.43528310213895705,0.43520091138240796,0.4851385144730761,0.34789498388744017,0.5109506400168062,0.34895174851212896,0.42891782186087096,0.5293009092195886,0.38201073170460453,0.5731230876465009,0.48086901911950586,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,Antigua and Barbuda,28,58.0,ATG,28.0,,1.0,3.0,34.658181,,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.633,0.642,0.5495,2,2,1,1,1,3,2.0,2.0,2.0,2.0,8.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.98738,55.792465,32.9824,76.33645,3.09721417144887,0.6113,,,69.6,55.6,,,,,,,,,,10.0,2.0,12.0,15.0,8.0,13.0,2.0,14.0,1.0,,,,,,33.0,17.0,,2.03328073913821,1,1,1,,5,10,,,70.34,,,,,,,,,11.1,52.9,159.0,159.0,,,,3.0,1.0,1.0,0.0,79.15,,,,0.097118,45265850.3993532,52124108.4092389,,,,,,,,,,,,,,,,,,,,,,0.4852,0.2118,0.819,16.8084,,,,,,,,,0.23186886,-0.19390094,0.9496699,0.30315053,100.0,100.0,100.0,,40.87165460233025,9.090909090909092,440.0,,0.0,12.115,,8.66279,3.95931875538362,2.8663684442012896,6.365,,48.7602500915527,17.9735202789307,,,,,,,,,,,2.5746488571167,6.85999488830566,,,,,18.10060360133369,-0.9649759370991008,1.58,,,18.302954545454543,2.082017906001586,15921.09512094603,20.49291230407361,112.122237257555,70.2536010742188,120.935958862305,,,17.1637908377539,300.0,,,,87.074,,78.497,80.941,75.775,,,,,0.0,95.69547,88.78981,93219.0,18.8211693905245,70.9862206941681,10.1926099153074,211.86136363636365,75.62,24.38,,105.0,,,,,,,29.2,101.12288346296798,,,,,,,11.1111111111111,,,,,,,,,66.52282,,,0.5945258879790561,0.6794210878630353,0.7727835021583851,0.5308874994281926,0.6498918586138314,0.5515610215134152,0.6080205079253365,0.8039254499418885,0.32206832272870123,0.7829516633325841,0.7005487577322195,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,Azerbaijan,31,373.0,AZE,31.0,,1.0,14.0,40.03576,203.171868379055,0.0,30.0,3.0,3.0,,2.0,4.0,7.0,3.0,3.5833333333333335,6.0,6.0,6.0,2.0,2.0,3.0,5.357142857142857,8.0,2.0,2.25,4.5,2.0,3.0,2.0,5.0,5.0,2.0,5.0,5.0,5.5,0.503,0.534,0.7315,2,2,1,1,3,1,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,67.14504,64.79901,71.2772,55.312717,2.33336674284984,0.6937,8.7,5.6,40.4,40.5,,,,,,,,,,1.0,7.0,0.0,2.0,0.0,4.0,7.0,0.0,3.0,38.0,3,7.164683062623945,6.12,15.0,11.0,3.0,1.30817110887523,,,,,2.428,0,1,57.370370370370374,0.36111111111111116,46.84,74.24,,,,,,,,18.2,,218700.0,218700.0,,16971.724514572026,,1.0,1.0,1.0,1.0,,23.0,-7.0,,10.047718,1526636000.0,812858000.0,39.4,,,,,,,,,,,,,,,,,,,,30.0,0.3822,0.1399,0.738,9.8384,0.914,0.054,0.119,0.654,0.066,0.728,0.058,0.193,-0.8478904,0.21347521,-0.83782357,-0.60676503,100.0,100.0,100.0,1.58748289099994,44.17852409489053,25.275257108287963,82650.0,,37000000.0,11.1,12.1,20.0857,1.64007471072208,3.6681808093511874,7.6,16.868498077319234,0.985979974269867,8.39743041992188,13.826358953523,36.282809746308,41.8646870987125,30.8207303998723,14.7867532966284,6.42007809218736,22.9738360820274,48.9304369570636,51.7151946175472,46.2054335181003,3.7020800113678,10.7886276245117,,,,5.270059006284971,-3.1147344726361323,0.1404221099704731,1.52,16.5,9.7,13.832990925589836,5.725983657213487,5345.4398644583125,48.81817362493992,97.7304992675781,46.2895889282227,91.4322891235352,39.0096015930176,,1.91021189583004,190.0,84000.0,655000.0,5.8,86.0,49.947151732003896,69.366,73.287,65.646,100.0,100.0,100.0,100.0,1084.0,92.42467,88.53256,10137750.0,23.9249531076917,69.3584606678644,6.71658622444389,122.65880217785843,43.224,56.776,1676.0,39478.0,67.5970919621066,0.1,47.9,,,13.421320298015518,16.1,76.28686568701504,6.961,6.04,5.121,16.372,14.463,12.738,18.1818181818182,38.33138182663551,96.9773372015625,62.7178934849814,103.9214172,5.774840355,5.08366394,65.82982091876652,0.7008140683,64.04244,69.03606,4.576281547546387,,,,,,,,,,,,3.514856730649219,2.9748692407842445,2.9198259736954997,3.335846625284343,2.7415928686901005,2.5491451686911715,2.748496563469294,3.1338674801715514,2.181935884774337,2.5706219842371163,,8.689845229986677,7.270813110921854,0.985407073723787,3.0282468458691616,2.6347494255796478,,1.7040551222133573,3.4844151355712176,2.487803552996546,3.0057688195713235,,,3.6479603607084288,0.2822822967662743
Argentina,Argentina,32,160.0,ARG,32.0,4.232656002044678,1.0,3.0,52.839005,57.7458496957794,1.0,38.0,9.0,5.0,8.0,7.0,4.0,5.0,7.0,7.7,7.0,4.0,4.0,9.0,9.0,6.0,5.75,8.0,7.0,8.75,7.0,7.0,6.5,7.0,6.0,6.0,6.0,6.0,5.5,6.5,0.667,0.7,0.557,2,2,1,1,1,1,1.0,1.0,2.0,1.0,4.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,43.358604,67.30483,90.69924,67.856636,3.22641081719606,0.8198,,,54.3,47.0,,,,,,,,,,11.0,2.0,11.0,15.0,8.0,13.0,2.0,10.0,1.0,71.0,1,3.3698632630066676,4.55,48.888888888888886,26.0,19.0,,2.5841061296522,2,9,25,1.961,2,2,50.14678899082569,0.4837962962962963,71.51,80.42,,,,,,,,44.8,43.1,1625514.0,1625514.0,,17470.682415187282,4583.0,0.0,3.0,3.0,0.0,71.24,35.0,9.0,3.0968044,44.780677,902789422.017933,601996355.712134,77.28,,,,,,,,,,,,,,,,,,,,38.0,0.4394,0.1297,0.844,38.51334,0.471,0.647,0.629,0.832,0.656,3.023,0.547,0.808,-0.42259684,-0.39055726,0.00053005863,-0.4779479,100.0,100.0,100.0,0.5307475176861304,54.2701483886344,15.423288607770704,2736690.0,,77000000.0,13.902,,23.15,0.197932871103439,3.96105573461767,8.955,,25.1348991394043,25.4778003692627,3.56995162545107,7.33360756511422,3.36149301955729,10.2114954677996,20.1055159352886,8.94969483988402,28.1881636552289,72.5608764995971,87.6887996886015,61.6003408769715,4.64117002487183,12.2848997116089,,,,0.630928835372215,1.3646268864175075,0.3164282842187651,1.885,,,10.400763952073492,7.306308855227615,12444.318266973089,23.91724280496151,110.156112670898,76.186653137207,116.559448242188,107.130661010742,42.4,4.62267855620475,710.0,,,,87.1507,42.53391081581079,75.39,78.647,72.182,,,,,2344.0,,,45808747.0,23.3567371619625,64.8213554497471,11.8219073882904,16.738741691605554,7.771000000000001,92.229,4050.0,124.0,27.5889360816568,19.6,29.4,,,8.79392955783953,16.8,32.93002425452979,9.849,8.736,7.912,26.671,23.356,20.984,44.7470817120623,41.74706907224181,94.69404643645834,57.20132859033885,132.0931549,4.059499741,3.750914097,47.723074845786385,0.735122025,64.79436,,5.908278942108154,0.48313224841821434,0.5679943307704497,0.5501848249550401,0.42186352761234647,0.4614584376917019,0.4446647236853821,0.5720299505093268,0.6394979052099776,0.25167096976305514,0.6186208208468155,0.5966953950144425,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,Australia,36,900.0,AUS,36.0,2.1459312438964844,1.0,5.0,9.408537,111.031482238326,1.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.354,0.251,0.424,2,2,1,1,98,3,2.0,2.0,2.0,2.0,8.0,2.0,2.0,2.0,2.480441717060974,3.8739483828144374,6.6,0.0,0.0,44.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,3.3999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,5,91.8,,0.4067370537958773,3.0898950131233596,2.0,65.15645,78.66019,86.81759,84.1975,5.77419464248906,0.9405,,,84.0,63.1,,,,,,,,,,12.0,1.0,12.0,15.0,12.0,14.0,1.0,15.0,1.0,76.0,1,8.096492102466588,8.0,86.66666666666667,23.0,34.0,1.99130717201903,3.35103798401555,1,3,5,1.549,0,5,79.42990654205607,0.8888888888888888,89.74,,,,,,,,,31.1,51.3,28425.0,28425.0,0.329,50704.93485344902,6397.0,1.0,1.0,1.0,0.0,74.95,117.0,10.0,3.5496662,25.203198,936423063.167017,3810033247.02925,73.77,6.020877539038282,5.472951466544458,6.153136611329071,7.092570995056787,5.764943860826192,4.72704000815628,4.721491311297383,4.732588705015176,7.3,8.2,6.444193710695124,6.416556886791796,6.726109717621142,4.637931034482759,6.624946498559237,7.955832753526515,6.361152505039876,5.4392773866844,7.391742902855267,73.0,0.3291,0.0991,0.949,39.68934,0.031,0.749,0.698,0.925,0.781,3.708,0.597,0.829,1.7073888,1.471722,0.83507913,1.6385597,100.0,100.0,100.0,0.4415985543829723,53.71014185210778,4.064602016115402,7692020.0,188000000.0,1260000000.0,12.1,,35.836,17.9909964237729,15.108404724051146,6.7,69.90771702440661,30.1743602752686,46.8346214294434,4.89005504282908,2.49483264299078,1.79249863557819,3.12324063573893,18.9120576504873,8.03164273181675,28.6472230280501,78.593109706522,90.1758746516459,68.229536336211,5.33320999145508,13.1453952789307,,,,1.98912270035816,1.7834160036135072,0.4443483984768077,1.7,,,17.42131455716444,2.3002526208757623,59225.52454035817,25.41757603639426,99.9291534423828,160.214385986328,135.526565551758,112.688293457031,34.3,0.744567483256587,49000.0,,,,94.9886,47.16996151296576,83.3,85.4,81.3,,,,,117929.0,,,25685412.0,18.3733291452377,65.057515523364,16.5691553313983,3.339228447143923,13.638000000000003,86.362,55606.0,16.0,13.4807274452545,11.5,15.6,,,23.02727606526111,25.9,39.702360236315656,5.012,5.116,5.209,9.797,11.228,12.608,31.1258278145695,69.5283981548542,99.33019205937501,78.74662636905325,113.5787125,5.612594128,6.067433834,60.84484423318019,0.946110785,70.60636,95.71612,7.111598968505859,0.8055872463462778,0.7416194407674721,0.866286235605134,0.7242561769502138,0.8468762160181457,0.7740246355016236,0.8120960497621449,0.9541425988916964,0.5930503945008305,0.8723368528460892,0.9011313564909609,3.0989079796312127,2.1029317918480688,2.4686924999589928,2.1567952591114063,2.6505034725667467,2.102867588004991,2.1420610859380704,3.0626059908106567,1.8497527660324489,1.9392222648170931,1.9905993714632018,8.71142140703768,7.148164029107312,0.5680002444863392,3.151468587843806,2.0192167052592374,2.2635531682433427,1.4653073571653827,3.4545765816853318,2.560338100387241,1.9931263091570308,1.6005136572706486,6.317184176212094,3.8944725636831268,0.4893654323548558
